id,name,skill,age,gender,availability_status,rating,language,hobli
9161,Labor 161,"Natural Pest Control (Neem, Cow Urine)",36,male,unavailable,4.6,Kannada,Muddur Hobli
9162,Labor 162,Greenhouse Management,34,female,available,3.9,Telugu,Kammalapura Hobli
9163,Labor 163,Polyhouse Maintenance,42,female,part-time,2.8,Punjabi,Savadatti Hobli
9164,Labor 164,Hydroponics/Aquaponics,20,female,unavailable,4.5,Hindi,Murgod Hobli
9165,Labor 165,Agroforestry,25,male,available,1.6,Kannada,Kakati Hobli
9166,Labor 166,Sapling Planting,26,male,part-time,3.1,Telugu,Kittur Hobli
9167,Labor 167,Timber Harvesting,20,female,unavailable,4,Punjabi,Hukeri Hobli
9168,Labor 168,Beekeeping (for Pollination),22,female,available,1.6,Hindi,Chinchkheda Hobli
9169,Labor 169,Irrigation Technician,41,male,part-time,3.6,Kannada,Gokak Hobli
9170,Labor 170,Land Leveler,44,male,unavailable,4.5,Telugu,Kavoor Hobli
9171,Labor 171,Crop Duster Operator,28,male,available,3.7,Punjabi,Suratkal Hobli
9172,Labor 172,Harvesting Laborer,29,female,part-time,4,Hindi,Bajpe Hobli
9173,Labor 173,Seeder Operator,29,male,unavailable,2.8,Kannada,Mulki Hobli
9174,Labor 174,Fertilizer Applicator,38,female,available,2,Telugu,Puttur Hobli
9175,Labor 175,Soil Preparation Laborer,45,male,part-time,2.9,Punjabi,Bellare Hobli
9176,Labor 176,Weeder,26,female,unavailable,2.2,Hindi,Kadaba Hobli
9177,Labor 177,Farm Laborer,55,female,available,2.4,Kannada,Chikkamagaluru Hobli
9178,Labor 178,Livestock Caretaker,25,female,part-time,1,Telugu,Mudigere Hobli
9179,Labor 179,Water Carrier,36,male,unavailable,4.4,Punjabi,Kadur Hobli
9180,Labor 180,Plowing (Traditional & Tractor),29,male,available,3.2,Hindi,Tarikere Hobli
9181,Labor 181,Leveling and Soil Tillage,24,male,part-time,4,Kannada,Koppa Hobli
9182,Labor 182,Composting/Manure Application,35,male,unavailable,2.7,Telugu,N.R. Pura Hobli
9183,Labor 183,Mulching Techniques,29,female,available,3.9,Punjabi,Bhadravati Hobli
9184,Labor 184,Seed Sowing (Manual & Machine),42,male,part-time,3.8,Hindi,Tumkur Hobli
9185,Labor 185,"Seedling Transplantation (Paddy, Vegetables)",51,male,unavailable,4,Kannada,Sira Hobli
9186,Labor 186,Nursery Management,28,male,available,4.9,Telugu,Madhugiri Hobli
9187,Labor 187,Seed Treatment,52,female,part-time,1.2,Punjabi,Pavagada Hobli
9188,Labor 188,"Weeding (Manual, Chemical, Mechanical)",30,female,unavailable,3,Hindi,Tiptur Hobli
9189,Labor 189,"Fertilizer Application (DAP, Urea, Organic)",24,female,available,1.4,Kannada,Gubbi Hobli
9190,Labor 190,Pest/Disease Identification & Management,47,female,part-time,2.7,Telugu,Kunigal Hobli
9191,Labor 191,"Pruning and Training (Fruit Trees, Vineyards)",35,male,unavailable,3.9,Punjabi,Karwar Hobli
9192,Labor 192,"Grain Harvesting (Wheat, Rice, Maize)",24,female,available,5,Hindi,Bhatkal Hobli
9193,Labor 193,"Fruit Picking (Mango, Banana, Citrus)",40,male,part-time,1.7,Kannada,Kumta Hobli
9194,Labor 194,"Vegetable Harvesting (Tomato, Onion, Potato)",37,female,unavailable,2.6,Telugu,Honavar Hobli
9195,Labor 195,Tea/Coffee Plucking,60,female,available,2.1,Punjabi,Honavar Hobli
9196,Labor 196,Threshing (Manual & Machine),31,male,part-time,2.8,Hindi,Jalahalli Hobli
9197,Labor 197,Winnowing and Cleaning,60,male,unavailable,4.8,Kannada,Yelahanka Hobli
9198,Labor 198,Grading and Sorting,37,female,available,3.8,Telugu,Hebbal Hobli
9199,Labor 199,"Storage (Grain Silos, Cold Storage)",43,female,part-time,2.7,Punjabi,Hennur Hobli
9200,Labor 200,Tractor Operations,31,male,unavailable,4.6,Hindi,Banaswadi Hobli
9201,Labor 201,Plowing/Harrowing,23,male,available,1.1,Kannada,Anekal Hobli
9202,Labor 202,Seeding/Planting Attachments,29,female,part-time,4.4,Telugu,Koramangala Hobli
9203,Labor 203,Trailer Handling,49,male,unavailable,2.1,Punjabi,Begur Hobli
9204,Labor 204,Drip Irrigation Setup,47,male,available,2.6,Hindi,Banashankari Hobli
9205,Labor 205,Sprinkler Operation,23,male,part-time,3.5,Kannada,Nazarabad Hobli
9206,Labor 206,Pump Maintenance,46,female,unavailable,1.3,Telugu,Bannimantap Hobli
9207,Labor 207,Combine Harvester Operation,25,male,available,3.8,Punjabi,Hinkal Hobli
9208,Labor 208,Power Tiller Usage,21,female,part-time,3.6,Hindi,T. Narasipura Hobli
9209,Labor 209,Thresher Operation,33,male,unavailable,2.4,Kannada,Nanjangud Hobli
9210,Labor 210,Animal Husbandry,57,male,available,4.8,Telugu,Muddur Hobli
9211,Labor 211,"Dairy Farming (Milking, Feed Management)",24,male,part-time,3.7,Punjabi,Kammalapura Hobli
9212,Labor 212,"Poultry Care (Vaccination, Brooding)",58,female,unavailable,2.6,Hindi,Savadatti Hobli
9213,Labor 213,Goat/Sheep Rearing,38,female,available,3.5,Kannada,Murgod Hobli
9214,Labor 214,Fisheries,51,male,part-time,4.1,Telugu,Kakati Hobli
9215,Labor 215,Pond Preparation,58,female,unavailable,4.2,Punjabi,Kittur Hobli
9216,Labor 216,Fish Feeding Techniques,26,female,available,1.9,Hindi,Hukeri Hobli
9217,Labor 217,Net Casting/Harvesting,36,female,part-time,2.9,Kannada,Chinchkheda Hobli
9218,Labor 218,Organic Farming,31,female,unavailable,2.2,Telugu,Gokak Hobli
9219,Labor 219,Vermicomposting,59,female,available,4.4,Punjabi,Kavoor Hobli
9220,Labor 220,Biofertilizer Application,34,male,part-time,1.4,Hindi,Suratkal Hobli
9221,Labor 221,"Natural Pest Control (Neem, Cow Urine)",49,female,unavailable,1.4,Kannada,Bajpe Hobli
9222,Labor 222,Greenhouse Management,26,female,available,2.2,Telugu,Mulki Hobli
9223,Labor 223,Polyhouse Maintenance,26,male,part-time,1.6,Punjabi,Puttur Hobli
9224,Labor 224,Hydroponics/Aquaponics,51,female,unavailable,3.4,Hindi,Bellare Hobli
9225,Labor 225,Agroforestry,18,male,available,2.4,Kannada,Kadaba Hobli
9226,Labor 226,Sapling Planting,59,female,part-time,4,Telugu,Chikkamagaluru Hobli
9227,Labor 227,Timber Harvesting,53,female,unavailable,2,Punjabi,Mudigere Hobli
9228,Labor 228,Beekeeping (for Pollination),19,male,available,1.6,Hindi,Kadur Hobli
9229,Labor 229,Irrigation Technician,32,male,part-time,2,Kannada,Tarikere Hobli
9230,Labor 230,Land Leveler,34,male,unavailable,4.9,Telugu,Koppa Hobli
9231,Labor 231,Crop Duster Operator,49,female,available,4.3,Punjabi,N.R. Pura Hobli
9232,Labor 232,Harvesting Laborer,57,male,part-time,3.3,Hindi,Bhadravati Hobli
9233,Labor 233,Seeder Operator,20,male,unavailable,4.2,Kannada,Tumkur Hobli
9234,Labor 234,Fertilizer Applicator,23,female,available,4.5,Telugu,Sira Hobli
9235,Labor 235,Soil Preparation Laborer,35,male,part-time,2.9,Punjabi,Madhugiri Hobli
9236,Labor 236,Weeder,57,male,unavailable,2.4,Hindi,Pavagada Hobli
9237,Labor 237,Farm Laborer,60,male,available,2.4,Kannada,Tiptur Hobli
9238,Labor 238,Livestock Caretaker,49,male,part-time,2.2,Telugu,Gubbi Hobli
9239,Labor 239,Water Carrier,48,male,unavailable,3.1,Punjabi,Kunigal Hobli
9240,Labor 240,Plowing (Traditional & Tractor),18,male,available,2,Hindi,Karwar Hobli
9241,Labor 241,Leveling and Soil Tillage,34,male,part-time,4.2,Kannada,Bhatkal Hobli
9242,Labor 242,Composting/Manure Application,25,female,unavailable,1.5,Telugu,Kumta Hobli
9243,Labor 243,Mulching Techniques,45,female,available,2.4,Punjabi,Honavar Hobli
9244,Labor 244,Seed Sowing (Manual & Machine),32,female,part-time,2.5,Hindi,Honavar Hobli
9245,Labor 245,"Seedling Transplantation (Paddy, Vegetables)",54,male,unavailable,2.2,Kannada,Jalahalli Hobli
9246,Labor 246,Nursery Management,43,male,available,4.7,Telugu,Yelahanka Hobli
9247,Labor 247,Seed Treatment,31,male,part-time,2.6,Punjabi,Hebbal Hobli
9248,Labor 248,"Weeding (Manual, Chemical, Mechanical)",29,male,unavailable,1.9,Hindi,Hennur Hobli
9249,Labor 249,"Fertilizer Application (DAP, Urea, Organic)",55,male,available,3.1,Kannada,Banaswadi Hobli
9250,Labor 250,Pest/Disease Identification & Management,23,female,part-time,4.2,Telugu,Anekal Hobli
9251,Labor 251,"Pruning and Training (Fruit Trees, Vineyards)",28,female,unavailable,2.3,Punjabi,Koramangala Hobli
9252,Labor 252,"Grain Harvesting (Wheat, Rice, Maize)",19,female,available,4,Hindi,Begur Hobli
9253,Labor 253,"Fruit Picking (Mango, Banana, Citrus)",34,female,part-time,3.8,Kannada,Banashankari Hobli
9254,Labor 254,"Vegetable Harvesting (Tomato, Onion, Potato)",34,female,unavailable,3.3,Telugu,Nazarabad Hobli
9255,Labor 255,Tea/Coffee Plucking,33,male,available,3.3,Punjabi,Bannimantap Hobli
9256,Labor 256,Threshing (Manual & Machine),42,male,part-time,1.5,Hindi,Hinkal Hobli
9257,Labor 257,Winnowing and Cleaning,58,male,unavailable,3.4,Kannada,T. Narasipura Hobli
9258,Labor 258,Grading and Sorting,44,female,available,2.3,Telugu,Nanjangud Hobli
9259,Labor 259,"Storage (Grain Silos, Cold Storage)",29,male,part-time,4.2,Punjabi,Muddur Hobli
9260,Labor 260,Tractor Operations,53,male,unavailable,3.9,Hindi,Kammalapura Hobli
9261,Labor 261,Plowing/Harrowing,38,female,available,1.5,Kannada,Savadatti Hobli
9262,Labor 262,Seeding/Planting Attachments,49,female,part-time,2.1,Telugu,Murgod Hobli
9263,Labor 263,Trailer Handling,26,male,unavailable,3.6,Punjabi,Kakati Hobli
9264,Labor 264,Drip Irrigation Setup,27,male,available,4.9,Hindi,Kittur Hobli
9265,Labor 265,Sprinkler Operation,59,female,part-time,4.7,Kannada,Hukeri Hobli
9266,Labor 266,Pump Maintenance,38,female,unavailable,2,Telugu,Chinchkheda Hobli
9267,Labor 267,Combine Harvester Operation,60,male,available,3.7,Punjabi,Gokak Hobli
9268,Labor 268,Power Tiller Usage,55,male,part-time,3.7,Hindi,Kavoor Hobli
9269,Labor 269,Thresher Operation,45,female,unavailable,3.6,Kannada,Suratkal Hobli
9270,Labor 270,Animal Husbandry,27,female,available,1.3,Telugu,Bajpe Hobli
9271,Labor 271,"Dairy Farming (Milking, Feed Management)",28,male,part-time,4.2,Punjabi,Mulki Hobli
9272,Labor 272,"Poultry Care (Vaccination, Brooding)",49,female,unavailable,1.1,Hindi,Puttur Hobli
9273,Labor 273,Goat/Sheep Rearing,31,male,available,1.5,Kannada,Bellare Hobli
9274,Labor 274,Fisheries,48,female,part-time,4.5,Telugu,Kadaba Hobli
9275,Labor 275,Pond Preparation,48,male,unavailable,2.5,Punjabi,Chikkamagaluru Hobli
9276,Labor 276,Fish Feeding Techniques,54,male,available,2.3,Hindi,Mudigere Hobli
9277,Labor 277,Net Casting/Harvesting,34,male,part-time,4.6,Kannada,Kadur Hobli
9278,Labor 278,Organic Farming,56,male,unavailable,1.1,Telugu,Tarikere Hobli
9279,Labor 279,Vermicomposting,20,female,available,4.2,Punjabi,Koppa Hobli
9280,Labor 280,Biofertilizer Application,23,male,part-time,4.1,Hindi,N.R. Pura Hobli
9281,Labor 281,"Natural Pest Control (Neem, Cow Urine)",42,male,unavailable,2.8,Kannada,Bhadravati Hobli
9282,Labor 282,Greenhouse Management,29,male,available,2.2,Telugu,Tumkur Hobli
9283,Labor 283,Polyhouse Maintenance,24,female,part-time,1.3,Punjabi,Sira Hobli
9284,Labor 284,Hydroponics/Aquaponics,21,female,unavailable,1.6,Hindi,Madhugiri Hobli
9285,Labor 285,Agroforestry,36,female,available,3.7,Kannada,Pavagada Hobli
9286,Labor 286,Sapling Planting,21,male,part-time,4.7,Telugu,Tiptur Hobli
9287,Labor 287,Timber Harvesting,34,female,unavailable,2.2,Punjabi,Gubbi Hobli
9288,Labor 288,Beekeeping (for Pollination),50,male,available,1.3,Hindi,Kunigal Hobli
9289,Labor 289,Irrigation Technician,18,female,part-time,4,Kannada,Karwar Hobli
9290,Labor 290,Land Leveler,40,male,unavailable,4.1,Telugu,Bhatkal Hobli
9291,Labor 291,Crop Duster Operator,35,male,available,3.3,Punjabi,Kumta Hobli
9292,Labor 292,Harvesting Laborer,36,female,part-time,4.6,Hindi,Honavar Hobli
9293,Labor 293,Seeder Operator,26,male,unavailable,4.4,Kannada,Honavar Hobli
9294,Labor 294,Fertilizer Applicator,30,female,available,1.6,Telugu,Jalahalli Hobli
9295,Labor 295,Soil Preparation Laborer,18,female,part-time,4.4,Punjabi,Yelahanka Hobli
9296,Labor 296,Weeder,53,male,unavailable,3.5,Hindi,Hebbal Hobli
9297,Labor 297,Farm Laborer,36,male,available,3.4,Kannada,Hennur Hobli
9298,Labor 298,Livestock Caretaker,34,male,part-time,2.9,Telugu,Banaswadi Hobli
9299,Labor 299,Water Carrier,47,female,unavailable,3.5,Punjabi,Anekal Hobli
9300,Labor 300,Plowing (Traditional & Tractor),42,male,available,4.3,Hindi,Koramangala Hobli
9301,Labor 301,Leveling and Soil Tillage,60,female,part-time,3.9,Kannada,Begur Hobli
9302,Labor 302,Composting/Manure Application,55,female,unavailable,1.8,Telugu,Banashankari Hobli
9303,Labor 303,Mulching Techniques,26,male,available,3.1,Punjabi,Nazarabad Hobli
9304,Labor 304,Seed Sowing (Manual & Machine),19,male,part-time,1.6,Hindi,Bannimantap Hobli
9305,Labor 305,"Seedling Transplantation (Paddy, Vegetables)",20,male,unavailable,4.8,Kannada,Hinkal Hobli
9306,Labor 306,Nursery Management,47,female,available,4.8,Telugu,T. Narasipura Hobli
9307,Labor 307,Seed Treatment,57,female,part-time,4.9,Punjabi,Nanjangud Hobli
9308,Labor 308,"Weeding (Manual, Chemical, Mechanical)",36,male,unavailable,1.6,Hindi,Muddur Hobli
9309,Labor 309,"Fertilizer Application (DAP, Urea, Organic)",40,male,available,3.9,Kannada,Kammalapura Hobli
9310,Labor 310,Pest/Disease Identification & Management,45,female,part-time,3.9,Telugu,Savadatti Hobli
9311,Labor 311,"Pruning and Training (Fruit Trees, Vineyards)",53,male,unavailable,3.5,Punjabi,Murgod Hobli
9312,Labor 312,"Grain Harvesting (Wheat, Rice, Maize)",19,male,available,3.7,Hindi,Kakati Hobli
9313,Labor 313,"Fruit Picking (Mango, Banana, Citrus)",56,male,part-time,3.6,Kannada,Kittur Hobli
9314,Labor 314,"Vegetable Harvesting (Tomato, Onion, Potato)",50,male,unavailable,1.9,Telugu,Hukeri Hobli
9315,Labor 315,Tea/Coffee Plucking,54,male,available,2.1,Punjabi,Chinchkheda Hobli
9316,Labor 316,Threshing (Manual & Machine),45,female,part-time,1.2,Hindi,Gokak Hobli
9317,Labor 317,Winnowing and Cleaning,32,male,unavailable,3,Kannada,Kavoor Hobli
9318,Labor 318,Grading and Sorting,54,female,available,3.2,Telugu,Suratkal Hobli
9319,Labor 319,"Storage (Grain Silos, Cold Storage)",57,male,part-time,2.3,Punjabi,Bajpe Hobli
9320,Labor 320,Tractor Operations,26,female,unavailable,1.2,Hindi,Mulki Hobli
9321,Labor 321,Plowing/Harrowing,40,male,available,3.1,Kannada,Puttur Hobli
9322,Labor 322,Seeding/Planting Attachments,22,female,part-time,3.5,Telugu,Bellare Hobli
9323,Labor 323,Trailer Handling,51,male,unavailable,4.3,Punjabi,Kadaba Hobli
9324,Labor 324,Drip Irrigation Setup,21,female,available,2.3,Hindi,Chikkamagaluru Hobli
9325,Labor 325,Sprinkler Operation,33,male,part-time,4.2,Kannada,Mudigere Hobli
9326,Labor 326,Pump Maintenance,18,female,unavailable,3.6,Telugu,Kadur Hobli
9327,Labor 327,Combine Harvester Operation,53,female,available,1.8,Punjabi,Tarikere Hobli
9328,Labor 328,Power Tiller Usage,54,male,part-time,1.4,Hindi,Koppa Hobli
9329,Labor 329,Thresher Operation,29,male,unavailable,1.9,Kannada,N.R. Pura Hobli
9330,Labor 330,Animal Husbandry,33,male,available,1.7,Telugu,Bhadravati Hobli
9331,Labor 331,"Dairy Farming (Milking, Feed Management)",37,male,part-time,1.1,Punjabi,Tumkur Hobli
9332,Labor 332,"Poultry Care (Vaccination, Brooding)",48,female,unavailable,2.8,Hindi,Sira Hobli
9333,Labor 333,Goat/Sheep Rearing,46,female,available,2,Kannada,Madhugiri Hobli
9334,Labor 334,Fisheries,31,female,part-time,1.7,Telugu,Pavagada Hobli
9335,Labor 335,Pond Preparation,32,male,unavailable,4.6,Punjabi,Tiptur Hobli
9336,Labor 336,Fish Feeding Techniques,29,male,available,1.9,Hindi,Gubbi Hobli
9337,Labor 337,Net Casting/Harvesting,36,female,part-time,2,Kannada,Kunigal Hobli
9338,Labor 338,Organic Farming,59,male,unavailable,3.4,Telugu,Karwar Hobli
9339,Labor 339,Vermicomposting,30,female,available,3.9,Punjabi,Bhatkal Hobli
9340,Labor 340,Biofertilizer Application,53,male,part-time,4.8,Hindi,Kumta Hobli
9341,Labor 341,"Natural Pest Control (Neem, Cow Urine)",52,female,unavailable,3.2,Kannada,Honavar Hobli
9342,Labor 342,Greenhouse Management,18,female,available,4,Telugu,Honavar Hobli
9343,Labor 343,Polyhouse Maintenance,59,male,part-time,3.3,Punjabi,Jalahalli Hobli
9344,Labor 344,Hydroponics/Aquaponics,36,male,unavailable,4.4,Hindi,Yelahanka Hobli
9345,Labor 345,Agroforestry,57,male,available,5,Kannada,Hebbal Hobli
9346,Labor 346,Sapling Planting,36,male,part-time,3.2,Telugu,Hennur Hobli
9347,Labor 347,Timber Harvesting,26,male,unavailable,4.6,Punjabi,Banaswadi Hobli
9348,Labor 348,Beekeeping (for Pollination),59,female,available,1.7,Hindi,Anekal Hobli
9349,Labor 349,Irrigation Technician,50,male,part-time,1.4,Kannada,Koramangala Hobli
9350,Labor 350,Land Leveler,19,female,unavailable,1.2,Telugu,Begur Hobli
9351,Labor 351,Crop Duster Operator,33,male,available,4.1,Punjabi,Banashankari Hobli
9352,Labor 352,Harvesting Laborer,39,female,part-time,2.3,Hindi,Nazarabad Hobli
9353,Labor 353,Seeder Operator,21,female,unavailable,4.8,Kannada,Bannimantap Hobli
9354,Labor 354,Fertilizer Applicator,34,female,available,4.3,Telugu,Hinkal Hobli
9355,Labor 355,Soil Preparation Laborer,28,male,part-time,2.2,Punjabi,T. Narasipura Hobli
9356,Labor 356,Weeder,35,female,unavailable,3.8,Hindi,Nanjangud Hobli
9357,Labor 357,Farm Laborer,52,female,available,4.3,Kannada,Muddur Hobli
9358,Labor 358,Livestock Caretaker,28,male,part-time,1.5,Telugu,Kammalapura Hobli
9359,Labor 359,Water Carrier,32,male,unavailable,2.8,Punjabi,Savadatti Hobli
9360,Labor 360,Plowing (Traditional & Tractor),33,male,available,3.7,Hindi,Murgod Hobli
9361,Labor 361,Leveling and Soil Tillage,52,male,part-time,3.3,Kannada,Kakati Hobli
9362,Labor 362,Composting/Manure Application,37,male,unavailable,3.2,Telugu,Kittur Hobli
9363,Labor 363,Mulching Techniques,18,female,available,1.6,Punjabi,Hukeri Hobli
9364,Labor 364,Seed Sowing (Manual & Machine),31,female,part-time,4.7,Hindi,Chinchkheda Hobli
9365,Labor 365,"Seedling Transplantation (Paddy, Vegetables)",22,male,unavailable,3.9,Kannada,Gokak Hobli
9366,Labor 366,Nursery Management,21,female,available,2.1,Telugu,Kavoor Hobli
9367,Labor 367,Seed Treatment,19,female,part-time,3.6,Punjabi,Suratkal Hobli
9368,Labor 368,"Weeding (Manual, Chemical, Mechanical)",20,female,unavailable,3,Hindi,Bajpe Hobli
9369,Labor 369,"Fertilizer Application (DAP, Urea, Organic)",22,male,available,1.7,Kannada,Mulki Hobli
9370,Labor 370,Pest/Disease Identification & Management,56,female,part-time,1.5,Telugu,Puttur Hobli
9371,Labor 371,"Pruning and Training (Fruit Trees, Vineyards)",54,male,unavailable,3.6,Punjabi,Bellare Hobli
9372,Labor 372,"Grain Harvesting (Wheat, Rice, Maize)",40,male,available,4.9,Hindi,Kadaba Hobli
9373,Labor 373,"Fruit Picking (Mango, Banana, Citrus)",31,female,part-time,4,Kannada,Chikkamagaluru Hobli
9374,Labor 374,"Vegetable Harvesting (Tomato, Onion, Potato)",46,female,unavailable,1.3,Telugu,Mudigere Hobli
9375,Labor 375,Tea/Coffee Plucking,35,male,available,4.2,Punjabi,Kadur Hobli
9376,Labor 376,Threshing (Manual & Machine),46,male,part-time,2.2,Hindi,Tarikere Hobli
9377,Labor 377,Winnowing and Cleaning,47,female,unavailable,1,Kannada,Koppa Hobli
9378,Labor 378,Grading and Sorting,24,female,available,1.2,Telugu,N.R. Pura Hobli
9379,Labor 379,"Storage (Grain Silos, Cold Storage)",25,female,part-time,1.7,Punjabi,Bhadravati Hobli
9380,Labor 380,Tractor Operations,49,female,unavailable,3.9,Hindi,Tumkur Hobli
9381,Labor 381,Plowing/Harrowing,45,male,available,4.8,Kannada,Sira Hobli
9382,Labor 382,Seeding/Planting Attachments,22,male,part-time,4.8,Telugu,Madhugiri Hobli
9383,Labor 383,Trailer Handling,19,male,unavailable,1.2,Punjabi,Pavagada Hobli
9384,Labor 384,Drip Irrigation Setup,42,female,available,3.6,Hindi,Tiptur Hobli
9385,Labor 385,Sprinkler Operation,48,female,part-time,2.7,Kannada,Gubbi Hobli
9386,Labor 386,Pump Maintenance,18,male,unavailable,2.7,Telugu,Kunigal Hobli
9387,Labor 387,Combine Harvester Operation,33,male,available,1.8,Punjabi,Karwar Hobli
9388,Labor 388,Power Tiller Usage,35,male,part-time,2.3,Hindi,Bhatkal Hobli
9389,Labor 389,Thresher Operation,44,female,unavailable,1.4,Kannada,Kumta Hobli
9390,Labor 390,Animal Husbandry,49,male,available,4,Telugu,Honavar Hobli
9391,Labor 391,"Dairy Farming (Milking, Feed Management)",21,male,part-time,3.9,Punjabi,Honavar Hobli
9392,Labor 392,"Poultry Care (Vaccination, Brooding)",43,male,unavailable,1.2,Hindi,Jalahalli Hobli
9393,Labor 393,Goat/Sheep Rearing,44,female,available,2.5,Kannada,Yelahanka Hobli
9394,Labor 394,Fisheries,24,male,part-time,1.3,Telugu,Hebbal Hobli
9395,Labor 395,Pond Preparation,50,male,unavailable,3.5,Punjabi,Hennur Hobli
9396,Labor 396,Fish Feeding Techniques,59,male,available,1.6,Hindi,Banaswadi Hobli
